93 137 grafo10105.93.graphml
100 119 grafo10106.100.graphml
93 133 grafo10107.93.graphml
99 129 grafo10108.99.graphml
95 126 grafo10109.95.graphml
97 117 grafo10110.97.graphml
96 122 grafo10111.96.graphml
98 137 grafo10112.98.graphml
94 139 grafo10113.94.graphml
95 119 grafo10114.95.graphml
92 117 grafo10115.92.graphml
100 149 grafo10116.100.graphml
98 125 grafo10117.98.graphml
97 128 grafo10118.97.graphml
96 125 grafo10120.96.graphml
95 122 grafo10121.95.graphml
96 124 grafo10122.96.graphml
96 130 grafo10123.96.graphml
100 139 grafo10124.100.graphml
99 114 grafo10125.99.graphml
98 144 grafo10126.98.graphml
94 130 grafo10127.94.graphml
98 130 grafo10128.98.graphml
99 135 grafo10129.99.graphml
15 23 grafo1013.15.graphml
97 138 grafo10130.97.graphml
98 126 grafo10131.98.graphml
97 134 grafo10132.97.graphml
39 48 grafo10136.39.graphml
36 45 grafo10137.36.graphml
95 127 grafo10139.95.graphml
40 48 grafo10140.40.graphml
37 47 grafo10142.37.graphml
93 118 grafo10143.93.graphml
98 134 grafo10144.98.graphml
94 125 grafo10145.94.graphml
97 142 grafo10146.97.graphml
94 132 grafo10147.94.graphml
97 134 grafo10148.97.graphml
95 134 grafo10149.95.graphml
95 129 grafo10150.95.graphml
94 140 grafo10151.94.graphml
96 125 grafo10152.96.graphml
100 136 grafo10153.100.graphml
94 132 grafo10154.94.graphml
97 129 grafo10155.97.graphml
97 148 grafo10156.97.graphml
94 120 grafo10157.94.graphml
91 121 grafo10158.91.graphml
95 125 grafo10159.95.graphml
96 138 grafo10160.96.graphml
99 148 grafo10161.99.graphml
93 137 grafo10162.93.graphml
93 121 grafo10163.93.graphml
98 137 grafo10164.98.graphml
96 125 grafo10165.96.graphml
98 133 grafo10166.98.graphml
96 133 grafo10167.96.graphml
95 122 grafo10168.95.graphml
93 116 grafo10169.93.graphml
96 127 grafo10170.96.graphml
99 140 grafo10171.99.graphml
99 132 grafo10172.99.graphml
97 142 grafo10173.97.graphml
95 131 grafo10174.95.graphml
99 143 grafo10175.99.graphml
97 142 grafo10176.97.graphml
96 122 grafo10177.96.graphml
99 128 grafo10178.99.graphml
97 143 grafo10179.97.graphml
29 36 grafo1018.29.graphml
98 132 grafo10180.98.graphml
93 133 grafo10181.93.graphml
100 132 grafo10183.100.graphml
100 140 grafo10184.100.graphml
38 48 grafo10188.38.graphml
34 45 grafo10190.34.graphml
38 46 grafo10193.38.graphml
97 134 grafo10194.97.graphml
99 142 grafo10195.99.graphml
94 121 grafo10196.94.graphml
96 135 grafo10197.96.graphml
94 121 grafo10198.94.graphml
98 123 grafo10199.98.graphml
96 128 grafo10200.96.graphml
93 123 grafo10201.93.graphml
92 131 grafo10202.92.graphml
97 141 grafo10203.97.graphml
100 148 grafo10204.100.graphml
97 141 grafo10205.97.graphml
97 128 grafo10206.97.graphml
98 137 grafo10207.98.graphml
98 131 grafo10208.98.graphml
99 145 grafo10209.99.graphml
92 118 grafo10210.92.graphml
92 119 grafo10211.92.graphml
97 126 grafo10212.97.graphml
99 132 grafo10213.99.graphml
94 125 grafo10214.94.graphml
93 142 grafo10215.93.graphml
97 128 grafo10216.97.graphml
99 133 grafo10217.99.graphml
99 142 grafo10218.99.graphml
99 128 grafo10219.99.graphml
97 137 grafo10220.97.graphml
95 128 grafo10221.95.graphml
99 128 grafo10222.99.graphml
100 135 grafo10223.100.graphml
95 133 grafo10224.95.graphml
99 133 grafo10225.99.graphml
97 123 grafo10226.97.graphml
96 128 grafo10227.96.graphml
95 132 grafo10228.95.graphml
37 49 grafo10232.37.graphml
39 51 grafo10234.39.graphml
39 53 grafo10235.39.graphml
95 119 grafo10236.95.graphml
100 141 grafo10237.100.graphml
91 123 grafo10239.91.graphml
97 134 grafo10240.97.graphml
95 128 grafo10241.95.graphml
93 121 grafo10242.93.graphml
95 133 grafo10243.95.graphml
99 141 grafo10244.99.graphml
92 135 grafo10245.92.graphml
96 133 grafo10246.96.graphml
95 126 grafo10247.95.graphml
100 126 grafo10248.100.graphml
94 130 grafo10249.94.graphml
100 138 grafo10250.100.graphml
96 134 grafo10252.96.graphml
97 125 grafo10253.97.graphml
94 127 grafo10254.94.graphml
93 125 grafo10255.93.graphml
96 127 grafo10256.96.graphml
100 124 grafo10257.100.graphml
96 131 grafo10258.96.graphml
100 141 grafo10259.100.graphml
26 36 grafo1026.26.graphml
98 130 grafo10260.98.graphml
96 123 grafo10261.96.graphml
100 136 grafo10262.100.graphml
97 123 grafo10263.97.graphml
99 127 grafo10264.99.graphml
100 137 grafo10265.100.graphml
94 140 grafo10266.94.graphml
95 125 grafo10267.95.graphml
97 134 grafo10268.97.graphml
99 138 grafo10269.99.graphml
93 134 grafo10270.93.graphml
100 132 grafo10271.100.graphml
97 136 grafo10273.97.graphml
99 132 grafo10274.99.graphml
97 147 grafo10275.97.graphml
41 55 grafo10276.41.graphml
40 55 grafo10278.40.graphml
37 48 grafo10280.37.graphml
40 59 grafo10282.40.graphml
92 131 grafo10283.92.graphml
36 48 grafo10284.36.graphml
39 59 grafo10285.39.graphml
97 130 grafo10286.97.graphml
92 111 grafo10287.92.graphml
95 140 grafo10288.95.graphml
99 125 grafo10289.99.graphml
95 125 grafo10290.95.graphml
93 137 grafo10291.93.graphml
100 140 grafo10292.100.graphml
99 135 grafo10293.99.graphml
100 134 grafo10294.100.graphml
95 131 grafo10295.95.graphml
100 130 grafo10296.100.graphml
98 142 grafo10297.98.graphml
97 143 grafo10298.97.graphml
94 132 grafo10299.94.graphml
94 119 grafo10300.94.graphml
94 133 grafo10301.94.graphml
96 130 grafo10302.96.graphml
96 142 grafo10303.96.graphml
94 112 grafo10304.94.graphml
100 140 grafo10305.100.graphml
95 129 grafo10306.95.graphml
99 125 grafo10307.99.graphml
96 125 grafo10308.96.graphml
94 132 grafo10309.94.graphml
93 117 grafo10310.93.graphml
91 112 grafo10311.91.graphml
91 116 grafo10312.91.graphml
94 118 grafo10313.94.graphml
96 124 grafo10314.96.graphml
98 127 grafo10315.98.graphml
100 134 grafo10316.100.graphml
91 123 grafo10317.91.graphml
98 137 grafo10318.98.graphml
92 124 grafo10319.92.graphml
95 130 grafo10320.95.graphml
97 134 grafo10321.97.graphml
97 133 grafo10322.97.graphml
97 128 grafo10323.97.graphml
99 118 grafo10324.99.graphml
96 141 grafo10325.96.graphml
93 127 grafo10326.93.graphml
97 140 grafo10327.97.graphml
92 111 grafo10328.92.graphml
97 135 grafo10329.97.graphml
96 124 grafo10330.96.graphml
100 134 grafo10331.100.graphml
94 128 grafo10332.94.graphml
94 123 grafo10334.94.graphml
40 51 grafo10335.40.graphml
37 46 grafo10336.37.graphml
95 138 grafo10339.95.graphml
37 47 grafo10342.37.graphml
94 118 grafo10343.94.graphml
100 130 grafo10344.100.graphml
95 130 grafo10345.95.graphml
97 137 grafo10346.97.graphml
99 131 grafo10348.99.graphml
94 128 grafo10349.94.graphml
37 51 grafo1035.37.graphml
96 125 grafo10350.96.graphml
97 140 grafo10351.97.graphml
95 123 grafo10352.95.graphml
99 140 grafo10353.99.graphml
99 150 grafo10354.99.graphml
94 119 grafo10355.94.graphml
97 127 grafo10356.97.graphml
94 126 grafo10357.94.graphml
95 135 grafo10358.95.graphml
95 139 grafo10359.95.graphml
93 118 grafo10360.93.graphml
97 132 grafo10361.97.graphml
94 136 grafo10362.94.graphml
98 125 grafo10363.98.graphml
100 121 grafo10364.100.graphml
97 137 grafo10365.97.graphml
99 134 grafo10366.99.graphml
96 129 grafo10367.96.graphml
96 124 grafo10368.96.graphml
100 138 grafo10369.100.graphml
22 30 grafo1037.22.graphml
98 127 grafo10370.98.graphml
95 125 grafo10371.95.graphml
100 127 grafo10372.100.graphml
94 122 grafo10373.94.graphml
97 126 grafo10374.97.graphml
92 125 grafo10376.92.graphml
94 129 grafo10377.94.graphml
100 122 grafo10378.100.graphml
95 132 grafo10379.95.graphml
98 135 grafo10380.98.graphml
99 128 grafo10381.99.graphml
94 139 grafo10382.94.graphml
99 136 grafo10383.99.graphml
99 124 grafo10384.99.graphml
94 128 grafo10385.94.graphml
99 132 grafo10386.99.graphml
97 137 grafo10387.97.graphml
95 136 grafo10388.95.graphml
94 131 grafo10389.94.graphml
95 131 grafo10390.95.graphml
94 129 grafo10391.94.graphml
94 132 grafo10392.94.graphml
96 139 grafo10393.96.graphml
100 127 grafo10394.100.graphml
36 46 grafo10397.36.graphml
38 48 grafo10401.38.graphml
38 53 grafo10403.38.graphml
97 130 grafo10404.97.graphml
97 145 grafo10405.97.graphml
97 124 grafo10406.97.graphml
93 121 grafo10407.93.graphml
93 123 grafo10408.93.graphml
96 138 grafo10409.96.graphml
93 124 grafo10410.93.graphml
98 130 grafo10411.98.graphml
94 126 grafo10412.94.graphml
93 129 grafo10413.93.graphml
98 132 grafo10414.98.graphml
94 132 grafo10415.94.graphml
96 138 grafo10416.96.graphml
95 128 grafo10417.95.graphml
100 141 grafo10418.100.graphml
91 132 grafo10419.91.graphml
97 148 grafo10420.97.graphml
99 139 grafo10421.99.graphml
97 132 grafo10422.97.graphml
93 120 grafo10424.93.graphml
93 122 grafo10425.93.graphml
100 138 grafo10426.100.graphml
95 126 grafo10427.95.graphml
100 132 grafo10429.100.graphml
95 120 grafo10430.95.graphml
95 132 grafo10431.95.graphml
99 146 grafo10432.99.graphml
97 128 grafo10433.97.graphml
98 140 grafo10434.98.graphml
96 123 grafo10435.96.graphml
95 145 grafo10436.95.graphml
97 124 grafo10437.97.graphml
97 128 grafo10438.97.graphml
96 130 grafo10439.96.graphml
93 123 grafo10440.93.graphml
98 137 grafo10441.98.graphml
97 125 grafo10442.97.graphml
98 125 grafo10443.98.graphml
100 136 grafo10444.100.graphml
94 140 grafo10445.94.graphml
95 153 grafo10446.95.graphml
99 129 grafo10447.99.graphml
98 124 grafo10448.98.graphml
96 126 grafo10449.96.graphml
29 39 grafo1045.29.graphml
36 46 grafo10450.36.graphml
95 132 grafo10451.95.graphml
94 138 grafo10452.94.graphml
97 136 grafo10453.97.graphml
36 45 grafo10457.36.graphml
36 45 grafo10461.36.graphml
36 50 grafo10463.36.graphml
96 119 grafo10464.96.graphml
96 129 grafo10465.96.graphml
94 121 grafo10466.94.graphml
100 138 grafo10467.100.graphml
99 129 grafo10468.99.graphml
100 148 grafo10469.100.graphml
92 135 grafo10470.92.graphml
94 125 grafo10471.94.graphml
95 125 grafo10473.95.graphml
94 142 grafo10474.94.graphml
98 125 grafo10475.98.graphml
95 116 grafo10476.95.graphml
91 108 grafo10477.91.graphml
94 122 grafo10478.94.graphml
98 130 grafo10479.98.graphml
95 124 grafo10480.95.graphml
95 120 grafo10481.95.graphml
94 122 grafo10482.94.graphml
34 45 grafo10483.34.graphml
99 147 grafo10484.99.graphml
94 125 grafo10485.94.graphml
97 125 grafo10486.97.graphml
95 121 grafo10487.95.graphml
98 145 grafo10488.98.graphml
95 138 grafo10489.95.graphml
99 134 grafo10490.99.graphml
97 137 grafo10491.97.graphml
96 153 grafo10492.96.graphml
94 119 grafo10493.94.graphml
40 50 grafo10494.40.graphml
97 131 grafo10495.97.graphml
98 137 grafo10496.98.graphml
95 125 grafo10497.95.graphml
99 129 grafo10498.99.graphml
96 125 grafo10499.96.graphml
18 28 grafo1050.18.graphml
91 120 grafo10500.91.graphml
96 138 grafo10501.96.graphml
91 136 grafo10502.91.graphml
100 132 grafo10503.100.graphml
100 129 grafo10504.100.graphml
39 52 grafo10505.39.graphml
98 134 grafo10506.98.graphml
93 128 grafo10507.93.graphml
100 143 grafo10508.100.graphml
32 38 grafo10509.32.graphml
34 41 grafo10511.34.graphml
37 47 grafo10513.37.graphml
39 49 grafo10514.39.graphml
39 54 grafo10515.39.graphml
94 138 grafo10516.94.graphml
93 133 grafo10517.93.graphml
94 133 grafo10518.94.graphml
98 130 grafo10519.98.graphml
22 34 grafo1052.22.graphml
99 131 grafo10520.99.graphml
99 136 grafo10522.99.graphml
97 139 grafo10523.97.graphml
97 119 grafo10524.97.graphml
100 128 grafo10525.100.graphml
97 133 grafo10526.97.graphml
93 133 grafo10527.93.graphml
98 134 grafo10528.98.graphml
98 131 grafo10529.98.graphml
100 130 grafo10530.100.graphml
96 123 grafo10531.96.graphml
99 135 grafo10532.99.graphml
100 135 grafo10533.100.graphml
100 141 grafo10534.100.graphml
100 123 grafo10535.100.graphml
99 142 grafo10536.99.graphml
95 138 grafo10537.95.graphml
100 141 grafo10538.100.graphml
97 121 grafo10540.97.graphml
93 124 grafo10541.93.graphml
100 133 grafo10542.100.graphml
95 125 grafo10543.95.graphml
93 120 grafo10544.93.graphml
93 121 grafo10545.93.graphml
98 126 grafo10546.98.graphml
94 137 grafo10547.94.graphml
94 134 grafo10548.94.graphml
99 140 grafo10549.99.graphml
100 124 grafo10550.100.graphml
90 119 grafo10551.90.graphml
96 144 grafo10552.96.graphml
98 117 grafo10553.98.graphml
93 110 grafo10554.93.graphml
98 130 grafo10555.98.graphml
100 130 grafo10556.100.graphml
98 129 grafo10557.98.graphml
97 131 grafo10558.97.graphml
98 131 grafo10559.98.graphml
95 137 grafo10560.95.graphml
97 129 grafo10561.97.graphml
41 48 grafo10563.41.graphml
37 47 grafo10564.37.graphml
36 48 grafo10566.36.graphml
38 47 grafo10567.38.graphml
39 56 grafo10568.39.graphml
36 47 grafo10569.36.graphml
95 120 grafo10570.95.graphml
93 129 grafo10571.93.graphml
92 133 grafo10572.92.graphml
93 124 grafo10573.93.graphml
94 128 grafo10574.94.graphml
99 137 grafo10575.99.graphml
100 135 grafo10577.100.graphml
96 139 grafo10578.96.graphml
96 119 grafo10579.96.graphml
98 134 grafo10580.98.graphml
98 128 grafo10581.98.graphml
94 126 grafo10582.94.graphml
94 124 grafo10583.94.graphml
100 129 grafo10584.100.graphml
93 135 grafo10585.93.graphml
100 137 grafo10586.100.graphml
94 119 grafo10587.94.graphml
93 128 grafo10588.93.graphml
93 136 grafo10589.93.graphml
96 118 grafo10590.96.graphml
99 119 grafo10591.99.graphml
98 140 grafo10592.98.graphml
98 130 grafo10593.98.graphml
94 132 grafo10594.94.graphml
95 121 grafo10595.95.graphml
99 140 grafo10596.99.graphml
95 117 grafo10597.95.graphml
99 130 grafo10598.99.graphml
97 124 grafo10599.97.graphml
93 132 grafo10600.93.graphml
93 128 grafo10601.93.graphml
94 113 grafo10602.94.graphml
100 136 grafo10603.100.graphml
99 127 grafo10605.99.graphml
94 127 grafo10606.94.graphml
94 128 grafo10607.94.graphml
93 138 grafo10608.93.graphml
100 132 grafo10609.100.graphml
95 131 grafo10610.95.graphml
94 122 grafo10611.94.graphml
94 121 grafo10612.94.graphml
96 131 grafo10613.96.graphml
92 129 grafo10614.92.graphml
40 50 grafo10615.40.graphml
96 130 grafo10616.96.graphml
38 54 grafo10618.38.graphml
37 49 grafo10621.37.graphml
39 54 grafo10622.39.graphml
98 130 grafo10623.98.graphml
91 138 grafo10624.91.graphml
100 128 grafo10625.100.graphml
100 139 grafo10626.100.graphml
96 133 grafo10627.96.graphml
96 124 grafo10628.96.graphml
100 131 grafo10629.100.graphml
94 142 grafo10630.94.graphml
98 132 grafo10631.98.graphml
100 147 grafo10632.100.graphml
100 138 grafo10633.100.graphml
96 137 grafo10634.96.graphml
95 137 grafo10635.95.graphml
95 135 grafo10636.95.graphml
94 139 grafo10637.94.graphml
100 141 grafo10638.100.graphml
91 120 grafo10639.91.graphml
94 122 grafo10640.94.graphml
99 131 grafo10641.99.graphml
90 118 grafo10642.90.graphml
94 118 grafo10643.94.graphml
100 145 grafo10644.100.graphml
95 124 grafo10645.95.graphml
100 154 grafo10646.100.graphml
98 132 grafo10647.98.graphml
98 145 grafo10648.98.graphml
95 125 grafo10649.95.graphml
98 141 grafo10650.98.graphml
90 120 grafo10651.90.graphml
100 141 grafo10652.100.graphml
100 141 grafo10653.100.graphml
96 129 grafo10654.96.graphml
98 125 grafo10656.98.graphml
39 50 grafo10657.39.graphml
38 57 grafo10659.38.graphml
37 49 grafo10660.37.graphml
95 128 grafo10661.95.graphml
100 136 grafo10662.100.graphml
99 137 grafo10663.99.graphml
100 127 grafo10665.100.graphml
98 128 grafo10666.98.graphml
98 128 grafo10667.98.graphml
99 128 grafo10668.99.graphml
93 130 grafo10669.93.graphml
100 136 grafo10670.100.graphml
100 144 grafo10671.100.graphml
98 132 grafo10672.98.graphml
93 120 grafo10673.93.graphml
99 145 grafo10674.99.graphml
95 131 grafo10675.95.graphml
100 136 grafo10676.100.graphml
95 122 grafo10677.95.graphml
98 125 grafo10678.98.graphml
100 129 grafo10679.100.graphml
95 126 grafo10680.95.graphml
93 124 grafo10681.93.graphml
98 128 grafo10682.98.graphml
97 124 grafo10683.97.graphml
95 126 grafo10684.95.graphml
98 144 grafo10685.98.graphml
96 123 grafo10686.96.graphml
96 134 grafo10687.96.graphml
95 137 grafo10688.95.graphml
98 140 grafo10689.98.graphml
96 116 grafo10690.96.graphml
95 123 grafo10691.95.graphml
92 121 grafo10692.92.graphml
98 150 grafo10693.98.graphml
96 137 grafo10694.96.graphml
98 138 grafo10695.98.graphml
99 138 grafo10696.99.graphml
95 123 grafo10697.95.graphml
95 137 grafo10698.95.graphml
98 123 grafo10699.98.graphml
98 139 grafo10700.98.graphml
99 120 grafo10701.99.graphml
33 41 grafo10702.33.graphml
95 126 grafo10703.95.graphml
37 44 grafo10704.37.graphml
97 133 grafo10705.97.graphml
35 46 grafo10708.35.graphml
98 134 grafo10709.98.graphml
93 118 grafo10710.93.graphml
93 123 grafo10711.93.graphml
98 141 grafo10712.98.graphml
92 136 grafo10713.92.graphml
99 137 grafo10714.99.graphml
92 118 grafo10715.92.graphml
97 127 grafo10716.97.graphml
96 127 grafo10717.96.graphml
98 120 grafo10718.98.graphml
96 133 grafo10719.96.graphml
96 127 grafo10720.96.graphml
96 125 grafo10721.96.graphml
96 139 grafo10722.96.graphml
96 112 grafo10723.96.graphml
92 120 grafo10724.92.graphml
99 129 grafo10725.99.graphml
99 140 grafo10726.99.graphml
94 131 grafo10727.94.graphml
36 46 grafo10729.36.graphml
51 64 grafo1073.51.graphml
38 48 grafo10730.38.graphml
39 53 grafo10733.39.graphml
37 51 grafo10734.37.graphml
99 136 grafo10735.99.graphml
99 137 grafo10736.99.graphml
99 142 grafo10737.99.graphml
96 124 grafo10738.96.graphml
93 113 grafo10739.93.graphml
92 117 grafo10740.92.graphml
92 132 grafo10741.92.graphml
99 130 grafo10742.99.graphml
96 118 grafo10743.96.graphml
96 129 grafo10744.96.graphml
39 58 grafo10748.39.graphml
32 39 grafo10749.32.graphml
47 62 grafo1075.47.graphml
100 135 grafo10750.100.graphml
36 48 grafo10751.36.graphml
35 42 grafo10752.35.graphml
41 56 grafo10755.41.graphml
42 55 grafo10756.42.graphml
96 134 grafo10757.96.graphml
96 142 grafo10758.96.graphml
96 122 grafo10759.96.graphml
96 145 grafo10760.96.graphml
95 117 grafo10761.95.graphml
99 133 grafo10762.99.graphml
92 129 grafo10763.92.graphml
96 131 grafo10764.96.graphml
92 119 grafo10765.92.graphml
33 38 grafo10766.33.graphml
38 50 grafo10767.38.graphml
35 49 grafo10768.35.graphml
36 48 grafo10769.36.graphml
35 46 grafo10770.35.graphml
92 127 grafo10771.92.graphml
100 156 grafo10772.100.graphml
93 126 grafo10773.93.graphml
93 127 grafo10774.93.graphml
94 124 grafo10775.94.graphml
96 117 grafo10776.96.graphml
100 133 grafo10777.100.graphml
100 128 grafo10778.100.graphml
96 125 grafo10779.96.graphml
99 149 grafo10780.99.graphml
100 142 grafo10781.100.graphml
95 127 grafo10782.95.graphml
98 126 grafo10784.98.graphml
94 134 grafo10785.94.graphml
100 131 grafo10786.100.graphml
95 121 grafo10787.95.graphml
98 132 grafo10788.98.graphml
91 133 grafo10789.91.graphml
98 125 grafo10790.98.graphml
98 137 grafo10792.98.graphml
95 135 grafo10793.95.graphml
100 130 grafo10794.100.graphml
94 125 grafo10797.94.graphml
37 47 grafo10798.37.graphml
37 45 grafo10800.37.graphml
37 48 grafo10802.37.graphml
99 132 grafo10803.99.graphml
35 46 grafo10804.35.graphml
98 135 grafo10805.98.graphml
97 139 grafo10806.97.graphml
95 140 grafo10807.95.graphml
98 136 grafo10808.98.graphml
99 131 grafo10809.99.graphml
97 144 grafo10810.97.graphml
96 142 grafo10811.96.graphml
98 128 grafo10812.98.graphml
93 126 grafo10813.93.graphml
98 141 grafo10814.98.graphml
97 126 grafo10815.97.graphml
93 119 grafo10816.93.graphml
96 126 grafo10817.96.graphml
97 128 grafo10818.97.graphml
95 122 grafo10819.95.graphml
100 141 grafo10820.100.graphml
96 115 grafo10821.96.graphml
97 134 grafo10822.97.graphml
96 129 grafo10823.96.graphml
92 116 grafo10824.92.graphml
98 138 grafo10825.98.graphml
93 125 grafo10826.93.graphml
99 135 grafo10827.99.graphml
97 135 grafo10828.97.graphml
97 136 grafo10829.97.graphml
92 129 grafo10830.92.graphml
98 146 grafo10831.98.graphml
94 142 grafo10832.94.graphml
98 132 grafo10833.98.graphml
93 133 grafo10834.93.graphml
97 139 grafo10836.97.graphml
95 125 grafo10837.95.graphml
37 45 grafo10838.37.graphml
36 50 grafo10840.36.graphml
35 45 grafo10841.35.graphml
39 49 grafo10844.39.graphml
41 53 grafo10845.41.graphml
40 59 grafo10846.40.graphml
93 115 grafo10847.93.graphml
94 119 grafo10848.94.graphml
95 138 grafo10849.95.graphml
94 129 grafo10850.94.graphml
95 134 grafo10851.95.graphml
94 110 grafo10852.94.graphml
92 113 grafo10853.92.graphml
99 135 grafo10854.99.graphml
96 113 grafo10855.96.graphml
91 119 grafo10856.91.graphml
95 126 grafo10857.95.graphml
93 118 grafo10858.93.graphml
97 137 grafo10859.97.graphml
18 26 grafo1086.18.graphml
93 138 grafo10860.93.graphml
100 138 grafo10861.100.graphml
98 136 grafo10862.98.graphml
94 126 grafo10863.94.graphml
99 140 grafo10864.99.graphml
100 141 grafo10865.100.graphml
98 135 grafo10866.98.graphml
95 135 grafo10867.95.graphml
96 117 grafo10868.96.graphml
96 135 grafo10869.96.graphml
94 129 grafo10870.94.graphml
95 125 grafo10871.95.graphml
93 115 grafo10872.93.graphml
97 131 grafo10873.97.graphml
94 122 grafo10874.94.graphml
97 122 grafo10875.97.graphml
98 140 grafo10876.98.graphml
97 124 grafo10877.97.graphml
94 138 grafo10878.94.graphml
92 124 grafo10879.92.graphml
95 119 grafo10880.95.graphml
97 130 grafo10881.97.graphml
95 136 grafo10882.95.graphml
93 136 grafo10883.93.graphml
93 122 grafo10884.93.graphml
98 124 grafo10885.98.graphml
97 130 grafo10886.97.graphml
35 46 grafo10888.35.graphml
95 118 grafo10891.95.graphml
37 48 grafo10892.37.graphml
92 129 grafo10893.92.graphml
97 135 grafo10894.97.graphml
98 130 grafo10895.98.graphml
96 115 grafo10896.96.graphml
95 121 grafo10897.95.graphml
95 136 grafo10898.95.graphml
96 121 grafo10899.96.graphml
93 131 grafo10900.93.graphml
94 132 grafo10901.94.graphml
33 42 grafo10902.33.graphml
93 134 grafo10903.93.graphml
94 129 grafo10904.94.graphml
97 138 grafo10905.97.graphml
97 116 grafo10906.97.graphml
99 137 grafo10907.99.graphml
98 135 grafo10908.98.graphml
96 124 grafo10909.96.graphml
94 118 grafo10910.94.graphml
100 135 grafo10911.100.graphml
92 126 grafo10912.92.graphml
97 130 grafo10913.97.graphml
96 127 grafo10914.96.graphml
97 134 grafo10915.97.graphml
95 118 grafo10916.95.graphml
94 132 grafo10917.94.graphml
98 140 grafo10918.98.graphml
97 136 grafo10919.97.graphml
42 53 grafo1092.42.graphml
95 122 grafo10920.95.graphml
97 130 grafo10921.97.graphml
100 130 grafo10922.100.graphml
97 133 grafo10923.97.graphml
98 129 grafo10924.98.graphml
95 127 grafo10925.95.graphml
99 139 grafo10926.99.graphml
95 132 grafo10927.95.graphml
100 140 grafo10928.100.graphml
94 130 grafo10929.94.graphml
100 130 grafo10930.100.graphml
94 117 grafo10931.94.graphml
94 124 grafo10932.94.graphml
94 128 grafo10933.94.graphml
95 131 grafo10934.95.graphml
94 127 grafo10935.94.graphml
98 124 grafo10936.98.graphml
100 136 grafo10937.100.graphml
39 47 grafo10940.39.graphml
37 49 grafo10941.37.graphml
35 46 grafo10942.35.graphml
95 138 grafo10943.95.graphml
96 127 grafo10944.96.graphml
98 142 grafo10945.98.graphml
92 120 grafo10946.92.graphml
97 128 grafo10947.97.graphml
98 130 grafo10948.98.graphml
95 135 grafo10949.95.graphml
97 143 grafo10950.97.graphml
97 122 grafo10951.97.graphml
96 137 grafo10952.96.graphml
93 118 grafo10953.93.graphml
94 120 grafo10954.94.graphml
94 129 grafo10955.94.graphml
95 129 grafo10956.95.graphml
92 122 grafo10957.92.graphml
98 154 grafo10958.98.graphml
97 131 grafo10959.97.graphml
44 58 grafo1096.44.graphml
98 131 grafo10960.98.graphml
96 126 grafo10961.96.graphml
100 145 grafo10962.100.graphml
97 127 grafo10963.97.graphml
95 122 grafo10964.95.graphml
99 130 grafo10965.99.graphml
96 132 grafo10966.96.graphml
93 122 grafo10967.93.graphml
99 128 grafo10968.99.graphml
98 131 grafo10969.98.graphml
100 135 grafo10970.100.graphml
96 119 grafo10971.96.graphml
95 138 grafo10972.95.graphml
94 125 grafo10973.94.graphml
97 124 grafo10974.97.graphml
96 128 grafo10975.96.graphml
92 137 grafo10976.92.graphml
94 122 grafo10977.94.graphml
98 130 grafo10978.98.graphml
39 45 grafo10979.39.graphml
95 121 grafo10980.95.graphml
